"Transaction ID";"Transaction Date";"Value";"Account To";"Account Number";"Account Type";"Balance Date";"Balance";"Account Holder ID";"Name";"Date of Birth";"First Line of Address";"Contact Number"
"2978569654";"2023-02-11";"1129.9";"11475827";"52814597";"Gold";"2023-01-31";"899.39";"92201515";"Aluin Errey";"11/01/1993";"65 Ramsey Court";"07748137461"
"2573182568";"2023-02-01";"1821.2";"35210460";"28053942";"Gold";"2023-01-31";"70.94";"76671068";"Donalt Sumbler";"24/12/2001";"4408 Forest Park";"07619027892"
"2654779653";"2023-02-01";"1277.2";"24513968";"93192347";"Gold";"2023-01-31";"298.01";"72766172";"Lori Furlow";"27/01/1963";"5720 Gateway Drive";"07501164237"
"6865729129";"2023-02-12";"2147.9";"25006771";"93192347";"Gold";"2023-01-31";"298.01";"72766172";"Lori Furlow";"27/01/1963";"5720 Gateway Drive";"07501164237"
"4167488191";"2023-02-01";"1775.6";"75569387";"29638033";"Gold";"2023-01-31";"537.95";"96323829";"Barbaraanne Fredi";"01/04/1963";"104 Dawn Drive";"07544564107"
"8738045222";"2023-02-02";"1890.0";"45558696";"29638033";"Gold";"2023-01-31";"537.95";"96323829";"Barbaraanne Fredi";"01/04/1963";"104 Dawn Drive";"07544564107"
"3548407560";"2023-02-01";"1058.7";"57084496";"11882775";"Basic";"2023-01-31";"299.41";"50701874";"Maggi Huard";"01/08/1935";"51 7th Place";"07487245589"
"5736260077";"2023-02-06";"1791.9";"69468071";"11882775";"Basic";"2023-01-31";"299.41";"50701874";"Maggi Huard";"01/08/1935";"51 7th Place";"07487245589"
"3101879213";"2023-02-04";"1367.4";"21392412";"14448009";"Joint";"2023-01-31";"958.46";"86296209";"Brinn Attkins";"13/10/1993";"70105 Hayes Way";"07538141937"
"319483649";"2023-02-08";"1779.2";"98377332";"14448009";"Joint";"2023-01-31";"958.46";"86296209";"Brinn Attkins";"13/10/1993";"70105 Hayes Way";"07538141937"
"7466187412";"2023-02-09";"1300.7";"37503622";"14448009";"Joint";"2023-01-31";"958.46";"86296209";"Brinn Attkins";"13/10/1993";"70105 Hayes Way";"07538141937"
"3101879213";"2023-02-04";"1367.4";"21392412";"14448009";"Joint";"2023-01-31";"958.46";"38678655";"Grayce Patel";"07/03/2000";"70105 Hayes Way";"07935804352"
"319483649";"2023-02-08";"1779.2";"98377332";"14448009";"Joint";"2023-01-31";"958.46";"38678655";"Grayce Patel";"07/03/2000";"70105 Hayes Way";"07935804352"
"7466187412";"2023-02-09";"1300.7";"37503622";"14448009";"Joint";"2023-01-31";"958.46";"38678655";"Grayce Patel";"07/03/2000";"70105 Hayes Way";"07935804352"
"1841176222";"2023-02-10";"1463.6";"81994568";"86218347";"Basic";"2023-01-31";"481.16";"97026896";"Gerik Ripsher";"19/10/1975";"74304 Kropf Parkway";"07881980183"
"9778671273";"2023-02-12";"1801.4";"91259453";"81855175";"Basic";"2023-01-31";"907.59";"40254216";"Iona Ehlerding";"14/11/1986";"14308 Heath Pass";"07469952982"
"3298186899";"2023-02-01";"1663.4";"96401230";"94060198";"Basic";"2023-01-31";"309.9";"20944328";"Scotti Bissiker";"29/05/1941";"283 Grasskamp Hill";"07977050145"
"1303697149";"2023-02-09";"1877.3";"92319358";"48071843";"Gold";"2023-01-31";"997.62";"56236132";"Roxanne Simmon";"04/05/2001";"8768 Sage Junction";"07833639896"
"5116128121";"2023-02-14";"1485.6";"10553619";"58306431";"Gold";"2023-01-31";"576.56";"14422849";"Uriel Murkus";"22/07/1957";"37 Hermina Plaza";"07522998076"
"3442958598";"2023-02-01";"1057.7";"50219545";"94796578";"Gold";"2023-01-31";"700.49";"1191449";"Elsie Screwton";"24/03/1940";"33 Miller Way";"07774236856"
"6377660596";"2023-02-08";"1010.6";"19956941";"74544582";"Basic";"2023-01-31";"407.96";"81784295";"Kelcey Rosenhaupt";"16/12/1980";"4456 Farwell Pass";"07546294865"
"6911274516";"2023-02-12";"1314.3";"85496714";"75747094";"Basic";"2023-01-31";"289.48";"80601641";"Edith Carmen";"23/12/2000";"61 Hansons Park";"07384976565"
"6590433992";"2023-02-13";"1678.8";"16026987";"42340050";"Basic";"2023-01-31";"935.61";"61687744";"Adorne Petworth";"24/03/1945";"45955 Darwin Lane";"07461742489"
"8776816028";"2023-02-08";"1127.4";"63556863";"30718836";"Gold";"2023-01-31";"360.78";"8555952";"Suzette Guilford";"16/06/1936";"23519 Lerdahl Point";"07820102363"
"5120287735";"2023-02-08";"1096.2";"37796234";"88482062";"Gold";"2023-01-31";"149.31";"30396380";"Hammad Cronin";"28/04/1959";"286 Holy Cross Circle";"07341322201"
"6437150580";"2023-02-14";"1209.0";"50219545";"48075275";"Basic";"2023-01-31";"881.31";"57981876";"Archy Putson";"23/08/1965";"8 Mosinee Road";"07563673747"
"5824449856";"2023-02-10";"1394.1";"88538200";"76662799";"Basic";"2023-01-31";"296.68";"75676679";"Lena McGiff";"29/06/1960";"6839 Nobel Road";"07530042054"
"7088915162";"2023-02-10";"1038.8";"78501355";"72971287";"Basic";"2023-01-31";"890.23";"4046861";"Ag Dabinett";"26/03/1954";"43624 Farmco Pass";"07415170675"
"4979321801";"2023-02-01";"1153.0";"67157564";"48569537";"Gold";"2023-01-31";"374.69";"7788927";"Cassius Winslett";"11/03/1961";"17 Huxley Drive";"07835911732"
"7250445162";"2023-02-13";"1393.1";"87967388";"15732629";"Basic";"2023-01-31";"975.81";"25018182";"Wyatan Stenbridge";"27/01/1934";"9 Waxwing Lane";"07112036766"
"8821866106";"2023-02-04";"1410.9";"25522226";"85994636";"Gold";"2023-01-31";"819.24";"41800403";"Chip Sedcole";"06/11/1985";"1346 Northwestern Junction";"07561752448"
"7092608562";"2023-02-08";"1800.8";"14397662";"86941058";"Gold";"2023-01-31";"337.99";"72060494";"Hew Le Noury";"12/02/1931";"2 Linden Avenue";"07111281452"
"9640473553";"2023-02-04";"1412.5";"69796371";"28380949";"Basic";"2023-01-31";"937.24";"5014059";"Gherardo Leng";"05/10/1988";"1968 Graedel Park";"07754173276"
"2499034262";"2023-02-02";"1501.3";"28251857";"11228111";"Basic";"2023-01-31";"130.36";"13413964";"Shae Oxberry";"05/08/1938";"9401 Village Pass";"07802003865"
"5514302946";"2023-02-08";"1330.7";"95081571";"14648004";"Gold";"2023-01-31";"236.67";"51124513";"Leila Peter";"15/11/1979";"28102 Nobel Crossing";"07911895533"
"7080051630";"2023-02-12";"1808.9";"77797288";"14648004";"Gold";"2023-01-31";"236.67";"51124513";"Leila Peter";"15/11/1979";"28102 Nobel Crossing";"07911895533"
"963672401";"2023-02-09";"1176.8";"42838186";"95390412";"Basic";"2023-01-31";"553.04";"49235988";"Wren Shedd";"27/06/1991";"26466 Ridgeview Court";"07991608640"
"6541213046";"2023-02-12";"1411.1";"29039134";"64402841";"Basic";"2023-01-31";"751.76";"87308766";"Rowney Pepin";"16/02/1949";"971 Homewood Drive";"07841846726"
"5596420425";"2023-02-01";"1264.3";"45790907";"40745965";"Gold";"2023-01-31";"654.15";"76131665";"Josepha Grattage";"03/11/1980";"59658 Crescent Oaks Street";"07151819613"
"5805207273";"2023-02-01";"1292.5";"87179572";"78362587";"Gold";"2023-01-31";"390.79";"23785249";"Derrik Fenelow";"28/02/1950";"6627 Union Center";"07290005814"
"560740182";"2023-02-02";"1499.9";"67147649";"78362587";"Gold";"2023-01-31";"390.79";"23785249";"Derrik Fenelow";"28/02/1950";"6627 Union Center";"07290005814"
"921255039";"2023-02-04";"1510.5";"81994568";"78362587";"Gold";"2023-01-31";"390.79";"23785249";"Derrik Fenelow";"28/02/1950";"6627 Union Center";"07290005814"
"7433054391";"2023-02-08";"1805.6";"44358901";"85874418";"Gold";"2023-01-31";"151.83";"52144670";"Barr Blazy";"18/03/1958";"97 Dunning Trail";"07184540087"
"9772705354";"2023-02-03";"1218.0";"83443439";"37878074";"Basic";"2023-01-31";"647.56";"2335740";"Lenci Bacon";"31/10/1979";"61470 Weeping Birch Parkway";"07802296799"
"2843750091";"2023-02-04";"1263.9";"20090784";"10553619";"Basic";"2023-01-31";"756.2";"58583983";"Dud Gaunt";"04/12/1983";"3 Canary Avenue";"07681115087"
"108536548";"2023-02-06";"1085.4";"86207903";"10553619";"Basic";"2023-01-31";"756.2";"58583983";"Dud Gaunt";"04/12/1983";"3 Canary Avenue";"07681115087"
"1391751167";"2023-02-12";"1111.4";"63298193";"85265080";"Gold";"2023-01-31";"992.6";"43664776";"Michelina Haeslier";"20/01/1991";"38843 Kensington Junction";"07330908928"
"7087580108";"2023-02-01";"1888.2";"44317934";"78296743";"Gold";"2023-01-31";"406.97";"63537200";"Silvain Gypson";"17/02/1989";"366 Hagan Drive";"07180030696"
"9442192019";"2023-02-02";"1180.2";"89088715";"66700123";"Joint";"2023-01-31";"175.15";"11926149";"Rene Erik";"17/01/1972";"92670 Garrison Place";"07134186207"
"9442192019";"2023-02-02";"1180.2";"89088715";"66700123";"Joint";"2023-01-31";"175.15";"47837176";"Rebekkah Blais";"10/03/1964";"92670 Garrison Place";"07527765994"
"5394880565";"2023-02-10";"1324.9";"19242274";"37369245";"Gold";"2023-01-31";"446.65";"24436370";"Ian Armin";"06/11/1978";"46128 Paget Way";"07315779675"
"7273869791";"2023-02-08";"1379.8";"19686460";"30112323";"Joint";"2023-01-31";"519.73";"32226966";"Flynn Largen";"30/09/1993";"9 Magdeline Alley";"07888467488"
"7273869791";"2023-02-08";"1379.8";"19686460";"30112323";"Joint";"2023-01-31";"519.73";"97840130";"Noreen Severwright";"18/07/1997";"9 Magdeline Alley";"07418460321"
"1911852973";"2023-02-07";"1282.4";"72716288";"76847816";"Gold";"2023-01-31";"197.8";"91111081";"Maribeth L'Episcopio";"04/12/1944";"81708 Almo Lane";"07146390021"
"8782463611";"2023-02-12";"1267.9";"15944303";"17749893";"Basic";"2023-01-31";"889.45";"48939723";"Klemens Gagan";"25/04/1957";"4 Green Way";"07404841393"
"752935623";"2023-02-07";"1121.9";"99514298";"26432558";"Gold";"2023-01-31";"465.32";"26897941";"Ruperto Durrand";"29/04/1984";"8 Straubel Pass";"07475777928"
"4527381423";"2023-02-02";"1351.2";"16984772";"56458213";"Gold";"2023-01-31";"731.3";"99878891";"Vasily McVeagh";"17/07/1963";"3 Dennis Plaza";"07375175770"
"7454571530";"2023-02-01";"2027.7";"25006771";"48976336";"Basic";"2023-01-31";"400.12";"2379564";"Dodie Clutram";"23/07/1981";"63 Declaration Lane";"07653511897"
"7547139418";"2023-02-01";"1393.7";"45688415";"34400277";"Gold";"2023-01-31";"207.59";"25267812";"Joscelin Ferraresi";"13/03/2003";"715 Bay Circle";"07127250410"
"7810071076";"2023-02-01";"1069.7";"85940057";"92750088";"Gold";"2023-01-31";"560.4";"65198894";"Roslyn Macconaghy";"18/08/1995";"60662 Eagan Lane";"07555458493"
"6201286004";"2023-02-04";"1320.2";"78945298";"57300901";"Basic";"2023-01-31";"302.87";"4794025";"Viviene Hellwing";"01/09/1931";"31233 Portage Lane";"07575280540"
"9533768649";"2023-02-11";"1035.1";"51771015";"86207903";"Gold";"2023-01-31";"911.44";"20865720";"Leeanne Oddey";"30/05/1935";"6125 Lake View Crossing";"07377002273"
"1612227368";"2023-02-02";"1640.2";"36668239";"49581833";"Basic";"2023-01-31";"117.56";"55839727";"Sherri Lafee";"19/03/1977";"65178 Lyons Junction";"07195798418"
"9128693981";"2023-02-08";"1032.4";"45015534";"18348734";"Basic";"2023-01-31";"579.93";"41598271";"Colene Rastrick";"24/03/1946";"8 Macpherson Terrace";"07955897701"
"2926917953";"2023-02-11";"1669.7";"96121732";"18348734";"Basic";"2023-01-31";"579.93";"41598271";"Colene Rastrick";"24/03/1946";"8 Macpherson Terrace";"07955897701"
"1716788439";"2023-02-10";"1524.4";"37945317";"25746852";"Gold";"2023-01-31";"320.7";"95536612";"Rivkah Iacapucci";"30/08/1954";"14 Weeping Birch Terrace";"07516033062"
"4023198668";"2023-02-14";"1485.7";"84187157";"25746852";"Gold";"2023-01-31";"320.7";"95536612";"Rivkah Iacapucci";"30/08/1954";"14 Weeping Birch Terrace";"07516033062"
"2076804692";"2023-02-04";"1131.3";"60017511";"71444662";"Gold";"2023-01-31";"276.78";"91632181";"Adelice Ghidoli";"04/07/1982";"52566 Shopko Street";"07319330281"
"8396185328";"2023-02-01";"1052.6";"69315008";"14355869";"Gold";"2023-01-31";"329.16";"21944580";"Shana Twentyman";"06/11/1959";"859 Springs Park";"07257069800"
"1019117125";"2023-02-02";"1502.2";"43623061";"10769769";"Basic";"2023-01-31";"906.91";"92082288";"Babbette Bromby";"24/05/1936";"447 Dwight Circle";"07355990194"
"495755869";"2023-02-08";"1051.3";"92155262";"70624878";"Gold";"2023-01-31";"328.5";"31108534";"Cobby Jedrzejewsky";"16/10/1997";"93122 Summit Point";"07444846231"
"6095910323";"2023-02-14";"2197.2";"43338400";"36551112";"Joint";"2023-01-31";"976.02";"13639076";"Hatti Bilverstone";"18/07/1939";"47934 East Road";"07443848042"
"7096571558";"2023-02-14";"1514.1";"40507682";"36551112";"Joint";"2023-01-31";"976.02";"13639076";"Hatti Bilverstone";"18/07/1939";"47934 East Road";"07443848042"
"6095910323";"2023-02-14";"2197.2";"43338400";"36551112";"Joint";"2023-01-31";"976.02";"82390119";"Bryn Chevin";"30/01/1971";"47934 East Road";"07581957205"
"7096571558";"2023-02-14";"1514.1";"40507682";"36551112";"Joint";"2023-01-31";"976.02";"82390119";"Bryn Chevin";"30/01/1971";"47934 East Road";"07581957205"
"8657927187";"2023-02-14";"1397.8";"11110085";"11662506";"Basic";"2023-01-31";"573.89";"41390313";"Leigh Slimings";"12/11/2002";"5841 Florence Circle";"07112224952"
"6998049056";"2023-02-10";"1202.5";"66706067";"59135815";"Basic";"2023-01-31";"240.6";"17893118";"Vivianna Pennycord";"19/04/1965";"252 Monument Junction";"07465002233"
"3827516005";"2023-02-02";"1774.7";"19980716";"77342574";"Gold";"2023-01-31";"907.34";"63713675";"Pace Le Guin";"02/12/1941";"3 2nd Way";"07280999435"
"6813115820";"2023-02-02";"1666.0";"35405748";"77342574";"Gold";"2023-01-31";"907.34";"63713675";"Pace Le Guin";"02/12/1941";"3 2nd Way";"07280999435"
"9013221270";"2023-02-01";"1500.7";"19559937";"17138963";"Basic";"2023-01-31";"131.95";"18184412";"Booth Vertigan";"04/07/1934";"29 Valley Edge Junction";"07359490161"
"1946831050";"2023-02-04";"1080.2";"13267945";"72934756";"Gold";"2023-01-31";"829.55";"81155648";"Andeee Targetter";"14/03/1959";"6 Oakridge Avenue";"07267888814"
"9357794492";"2023-02-01";"1072.7";"66586860";"51313899";"Gold";"2023-01-31";"189.04";"81877429";"Anabel Gumbrell";"07/09/1981";"75 Graedel Lane";"07780840548"
"9389881641";"2023-02-01";"1361.0";"97571696";"13551717";"Basic";"2023-01-31";"26.95";"68639654";"Crystal Jeacock";"24/03/1956";"762 Mosinee Circle";"07564586293"
"7429340245";"2023-02-14";"1137.7";"95993993";"55168205";"Basic";"2023-01-31";"578.4";"69619118";"Sunny Wyllis";"25/08/1956";"2 Hanover Way";"07480760286"
"9837530847";"2023-02-12";"1192.7";"31335654";"45196342";"Gold";"2023-01-31";"402.48";"48875359";"Briny Birckmann";"08/01/1932";"722 Russell Circle";"07545560274"
"6709818918";"2023-02-07";"1676.4";"33470885";"23962863";"Basic";"2023-01-31";"307.07";"19070345";"Alika Daspar";"22/07/1997";"30 Meadow Ridge Lane";"07720985909"
"46779876";"2023-02-02";"1019.5";"21694967";"82023979";"Gold";"2023-01-31";"744.37";"76986856";"Barb Eminson";"20/07/1974";"3149 American Ash Hill";"07748168711"
"8938004112";"2023-02-13";"1545.5";"49172838";"10864084";"Gold";"2023-01-31";"119.98";"69466662";"Dyana Gianullo";"27/11/1988";"763 Fulton Trail";"07517614468"
"202263606";"2023-02-02";"1028.8";"22035411";"99760030";"Gold";"2023-01-31";"988.0";"66659633";"Mata Brownett";"16/07/1931";"5 Kenwood Park";"07314541365"
"6282069041";"2023-02-08";"1360.9";"63298193";"24184530";"Joint";"2023-01-31";"37.87";"25651109";"Gates Slevin";"10/12/1972";"9 Holmberg Alley";"07334338009"
"6282069041";"2023-02-08";"1360.9";"63298193";"24184530";"Joint";"2023-01-31";"37.87";"55007557";"Westbrook Lisle";"03/02/1938";"9 Holmberg Alley";"07609148463"
"2073899234";"2023-02-05";"1233.7";"86941058";"57145139";"Gold";"2023-01-31";"708.46";"15236607";"Timofei Knibb";"27/02/1966";"7455 Raven Center";"07409125369"
"7930068617";"2023-02-09";"1301.5";"29303323";"91576212";"Basic";"2023-01-31";"824.71";"66781568";"Yankee Duffill";"12/12/1971";"8 Anniversary Alley";"07849849545"
"4965345649";"2023-02-05";"1152.5";"31183587";"45822265";"Basic";"2023-01-31";"881.34";"53505952";"Bella Grafton";"05/10/1951";"995 Canary Circle";"07348166588"
"7509646162";"2023-02-02";"1138.0";"29631870";"12035637";"Gold";"2023-01-31";"461.35";"14770865";"Tomasine Treend";"17/01/1942";"906 Vera Street";"07674822587"
"6023397263";"2023-02-08";"1169.6";"93009261";"12035637";"Gold";"2023-01-31";"461.35";"14770865";"Tomasine Treend";"17/01/1942";"906 Vera Street";"07674822587"
"1858273145";"2023-02-12";"1323.4";"43597919";"38606148";"Gold";"2023-01-31";"956.59";"35531295";"Sibelle Fryd";"17/04/1955";"3 Nova Lane";"07447580226"
"393779424";"2023-02-06";"1743.5";"88040274";"33832864";"Joint";"2023-01-31";"46.85";"11589612";"Currie Venditto";"27/09/1930";"65851 Lakewood Drive";"07134154463"
"393779424";"2023-02-06";"1743.5";"88040274";"33832864";"Joint";"2023-01-31";"46.85";"96513143";"Miof mela Yurasov";"02/08/1952";"65851 Lakewood Drive";"07801189448"
"7953628902";"2023-02-10";"1430.6";"81267006";"83003822";"Basic";"2023-01-31";"286.54";"30667689";"Paulie Gofton";"04/12/1957";"40 Oak Circle";"07504506285"
"6328472633";"2023-02-07";"1147.4";"49216581";"17301178";"Gold";"2023-01-31";"311.47";"11893969";"Cherey Edwardes";"03/09/1985";"8 Old Shore Hill";"07279335181"
"1492043389";"2023-02-02";"1436.3";"50959802";"38749064";"Gold";"2023-01-31";"569.98";"11822535";"Sileas Dogg";"31/05/1999";"17502 Vahlen Way";"07827162599"
"248526839";"2023-02-12";"1006.5";"98620342";"83530155";"Basic";"2023-01-31";"638.57";"85140865";"Doyle Abbyss";"15/05/1934";"1493 Tomscot Road";"07121818033"
"6895088164";"2023-02-11";"1813.6";"45021115";"96401230";"Basic";"2023-01-31";"21.44";"66935248";"Ursuline Doerrling";"24/03/1962";"45299 Corscot Center";"07892880079"
"6568574511";"2023-02-12";"1619.3";"54301151";"78395863";"Gold";"2023-01-31";"458.24";"43120555";"Martynne Leversha";"06/11/1989";"81 Algoma Crossing";"07109047769"
"176916326";"2023-02-12";"1955.6";"33632099";"18185362";"Basic";"2023-01-31";"609.36";"83289626";"Agace Sporle";"28/02/1999";"96 Emmet Pass";"07182359874"
"4140747293";"2023-02-14";"2134.6";"85156953";"20425065";"Basic";"2023-01-31";"866.77";"91790770";"Farrah Bernasek";"04/03/1995";"839 Bluestem Crossing";"07324300770"
"9770577936";"2023-02-09";"1246.4";"66681692";"13058003";"Gold";"2023-01-31";"218.0";"10055517";"Bastian Lunam";"02/10/1995";"33 Loomis Road";"07726925518"
"6420230608";"2023-02-02";"1157.4";"97258853";"23045208";"Gold";"2023-01-31";"359.49";"99152626";"Sheff Crowder";"15/07/1950";"979 Londonderry Pass";"07657988807"
"1030564639";"2023-02-07";"1372.5";"87556975";"60860851";"Basic";"2023-01-31";"17.96";"39258394";"Langston Gunson";"25/04/1931";"34619 Claremont Court";"07123651818"
"4692910372";"2023-02-06";"1032.3";"98940578";"80610910";"Basic";"2023-01-31";"139.54";"75817498";"Liva Sotheron";"04/10/1994";"33439 Dexter Trail";"07195063101"
"3960597703";"2023-02-08";"1127.1";"46913859";"26522255";"Gold";"2023-01-31";"283.67";"49366602";"Tessa Rosenthaler";"22/01/1972";"317 Kinsman Lane";"07859434217"
"6467222474";"2023-02-13";"1085.6";"65579734";"26522255";"Gold";"2023-01-31";"283.67";"49366602";"Tessa Rosenthaler";"22/01/1972";"317 Kinsman Lane";"07859434217"
"268051321";"2023-02-08";"1537.1";"83659554";"85848442";"Gold";"2023-01-31";"118.46";"20955168";"Ingaborg Bradnocke";"24/03/1938";"146 Waywood Circle";"07677453073"
"2625787309";"2023-02-11";"1742.7";"22374612";"92931020";"Gold";"2023-01-31";"754.11";"15721386";"Sibylla Dowry";"03/08/1975";"417 Schurz Parkway";"07700782305"
"8833165655";"2023-02-13";"1188.4";"27382109";"49516533";"Gold";"2023-01-31";"7.4";"20713805";"Kattie Sarvar";"28/12/1981";"4552 Merrick Plaza";"07135138253"
"520100581";"2023-02-07";"1653.3";"84964879";"24308337";"Basic";"2023-01-31";"764.57";"7073038";"Salvador Faichnie";"25/11/1990";"4832 Claremont Pass";"07898984641"
"8699896069";"2023-02-03";"1259.6";"76847816";"44902994";"Basic";"2023-01-31";"790.34";"38763037";"Elsi Payton";"22/03/1935";"54091 Surrey Alley";"07588400660"
"2926458525";"2023-02-05";"2112.8";"70469258";"50610780";"Basic";"2023-01-31";"536.41";"9900406";"Leone Stiegers";"27/07/1941";"912 Thackeray Lane";"07497531798"
"3478144698";"2023-02-02";"1695.5";"99481977";"76169332";"Basic";"2023-01-31";"615.46";"98682102";"Jacqueline Comello";"15/08/1933";"2669 Sommers Way";"07366780779"
"3493101317";"2023-02-02";"1273.1";"95467370";"39516154";"Gold";"2023-01-31";"620.87";"43881787";"Christalle Mitchel";"23/08/1956";"641 Banding Drive";"07445614911"
"4941311604";"2023-02-11";"1094.0";"10847941";"39516154";"Gold";"2023-01-31";"620.87";"43881787";"Christalle Mitchel";"23/08/1956";"641 Banding Drive";"07445614911"
"7972782466";"2023-02-06";"1042.0";"73642628";"21694967";"Basic";"2023-01-31";"90.13";"16928386";"Hadleigh Dabling";"28/09/1951";"4438 Cherokee Terrace";"07756723892"
"7550092060";"2023-02-06";"1161.4";"32888555";"69118170";"Basic";"2023-01-31";"109.35";"3277146";"Franky Syseland";"25/01/1951";"2 Atwood Center";"07210363393"
"9493811697";"2023-02-06";"1069.0";"96278865";"73439131";"Gold";"2023-01-31";"863.01";"82669243";"Lind Shaddock";"23/01/1971";"16 Bunting Trail";"07875585595"
"4513208813";"2023-02-02";"1298.8";"93981472";"56483442";"Gold";"2023-01-31";"151.85";"36729733";"Rudd Surmeir";"22/10/1970";"201 Parkside Road";"07941697234"
"7532678911";"2023-02-08";"1006.9";"45816894";"66706067";"Gold";"2023-01-31";"1.98";"75490620";"Leilah Godfroy";"14/01/1956";"18 Loftsgordon Crossing";"07801392491"
